Kategori|Skill|Micro Skill
Girişimcilik|Finansal Planlama|Startup için maliyet azaltma yöntemleri
Girişimcilik|Finansal Planlama|Vergi ve yasal maliyetleri hesaplama
Girişimcilik|Finansal Planlama|Finansal karar alma süreçlerini analiz etme
Girişimcilik|MVP Geliştirme|Problem doğrulama (problem-solution fit)
Girişimcilik|MVP Geliştirme|MVP tanımı yapma
Girişimcilik|MVP Geliştirme|MVP türlerini tanıma (landing page, demo, prototip)
Girişimcilik|MVP Geliştirme|Kullanıcı akışları oluşturma
Girişimcilik|MVP Geliştirme|Wireframe tasarlama
Girişimcilik|MVP Geliştirme|Prototip hazırlama (Figma, Balsamiq vs.)
Girişimcilik|MVP Geliştirme|Geri bildirim toplama
Girişimcilik|MVP Geliştirme|Kullanıcı testleri yapma
Girişimcilik|MVP Geliştirme|Anket ve mülakatlarla MVP doğrulama
Girişimcilik|MVP Geliştirme|İlk müşteri kitlesine ulaşma
Girişimcilik|MVP Geliştirme|Temel işlevsellik belirleme
Girişimcilik|MVP Geliştirme|MVP için teknik çözüm seçimi
Girişimcilik|MVP Geliştirme|No-code araçları ile MVP geliştirme
Girişimcilik|MVP Geliştirme|Tek sayfalık MVP sunumu hazırlama
Girişimcilik|MVP Geliştirme|Versiyon kontrolü planlama (v0.1, v0.2...)
Girişimcilik|MVP Geliştirme|MVP sonrası iterasyon planı oluşturma
Girişimcilik|MVP Geliştirme|Geliştirici-ekip yönetimi
Girişimcilik|MVP Geliştirme|MVP lansman stratejisi belirleme
Girişimcilik|MVP Geliştirme|Minimum kullanıcı kazanımı hedefleme
Girişimcilik|MVP Geliştirme|MVP sunumu yapma ve anlatma
Girişimcilik|Pazar Araştırması|Hedef pazar belirleme
Girişimcilik|Pazar Araştırması|Pazar büyüklüğü tahmini
Girişimcilik|Pazar Araştırması|Rakip analizi yapma
Girişimcilik|Pazar Araştırması|Sektör trendlerini inceleme
Girişimcilik|Pazar Araştırması|Demografik analiz
Girişimcilik|Pazar Araştırması|Tüketici davranışlarını analiz etme
Girişimcilik|Pazar Araştırması|SWOT ile pazara uyum testi
Girişimcilik|Pazar Araştırması|Persona oluşturma
Girişimcilik|Pazar Araştırması|Anket hazırlama ve uygulama
Girişimcilik|Pazar Araştırması|Görüşme ve mülakat teknikleri
Girişimcilik|Pazar Araştırması|Online pazar analiz araçlarını kullanma
Girişimcilik|Pazar Araştırması|Google Trends ile analiz
Girişimcilik|Pazar Araştırması|Sosyal medya analizi
Girişimcilik|Pazar Araştırması|Arz-talep dengesini inceleme
Girişimcilik|Pazar Araştırması|Benchmarking (kıyaslama)
Girişimcilik|Pazar Araştırması|Pazar segmentasyonu
Girişimcilik|Pazar Araştırması|Niş pazar keşfetme
Girişimcilik|Pazar Araştırması|Satış verilerini inceleme
Girişimcilik|Pazar Araştırması|Pazar raporu hazırlama
Girişimcilik|Pazar Araştırması|Pazar doğrulama (market validation)
Girişimcilik|SWOT Analizi|Güçlü yönleri belirleme
Girişimcilik|SWOT Analizi|Zayıf yönleri analiz etme
Girişimcilik|SWOT Analizi|Fırsatları keşfetme
Girişimcilik|SWOT Analizi|Tehditleri tanımlama
Girişimcilik|SWOT Analizi|İç ve dış faktörleri ayırma
Girişimcilik|SWOT Analizi|SWOT matrisi oluşturma
Girişimcilik|SWOT Analizi|SWOT örneklerini analiz etme
Girişimcilik|SWOT Analizi|Rakip SWOT analizi yapma
Girişimcilik|SWOT Analizi|Ürün bazlı SWOT yapma
Girişimcilik|SWOT Analizi|Kişisel SWOT çalışması
Girişimcilik|SWOT Analizi|Departman bazlı SWOT
Girişimcilik|SWOT Analizi|SWOT sonuçlarını raporlama
Girişimcilik|SWOT Analizi|SWOT sonrası strateji geliştirme
Girişimcilik|SWOT Analizi|SWOT + TOWS uygulama
Girişimcilik|SWOT Analizi|SWOT görselleştirme (infografik)
Girişimcilik|SWOT Analizi|SWOT için beyin fırtınası yürütme
Girişimcilik|SWOT Analizi|SWOT'u sunuma entegre etme
Girişimcilik|SWOT Analizi|Zaman bazlı SWOT (güncel ve geleceğe dönük)
Girişimcilik|SWOT Analizi|SWOT çıktılarıyla aksiyon planı hazırlama
Girişimcilik|SWOT Analizi|SWOT şablonlarını karşılaştırma
Girişimcilik|Yatırımcı Sunumu (Pitch Deck)|Problem tanımı ve çözüm önerisini anlatma
Girişimcilik|Yatırımcı Sunumu (Pitch Deck)|Hedef pazarın net tanımını yapma
Girişimcilik|Yatırımcı Sunumu (Pitch Deck)|Değer önerisini netleştirme
Girişimcilik|Yatırımcı Sunumu (Pitch Deck)|Ürün veya hizmet demosu hazırlama
Girişimcilik|Yatırımcı Sunumu (Pitch Deck)|İş modelini anlatma
Girişimcilik|Yatırımcı Sunumu (Pitch Deck)|Rekabet analizi sunma
Girişimcilik|Yatırımcı Sunumu (Pitch Deck)|Gelir modeli açıklama
Girişimcilik|Yatırımcı Sunumu (Pitch Deck)|Gider tahmini ve finansal plan sunma
Girişimcilik|Yatırımcı Sunumu (Pitch Deck)|Takım üyelerini tanıtma
Girişimcilik|Yatırımcı Sunumu (Pitch Deck)|Pazar fırsatlarını gösterme
Girişimcilik|Yatırımcı Sunumu (Pitch Deck)|Traction göstergeleri paylaşma
Girişimcilik|Yatırımcı Sunumu (Pitch Deck)|Yatırım hedefini belirtme
Girişimcilik|Yatırımcı Sunumu (Pitch Deck)|Yatırım sonrası kullanım planı oluşturma
Girişimcilik|Yatırımcı Sunumu (Pitch Deck)|Riskleri ve çözümleri belirtme
Girişimcilik|Yatırımcı Sunumu (Pitch Deck)|Sunum akışını yapılandırma
Girişimcilik|Yatırımcı Sunumu (Pitch Deck)|Etkili görsel tasarım kullanma
Girişimcilik|Yatırımcı Sunumu (Pitch Deck)|Pitch deck uzunluğunu optimize etme
Girişimcilik|Yatırımcı Sunumu (Pitch Deck)|Sık sorulan sorulara hazırlık yapma
Girişimcilik|Yatırımcı Sunumu (Pitch Deck)|Sunum provaları yapma
Girişimcilik|Yatırımcı Sunumu (Pitch Deck)|Q&A (soru-cevap) oturumunu yönetme
Girişimcilik|İş Modeli Kanvası|Müşteri segmentlerini tanımlama
Girişimcilik|İş Modeli Kanvası|Değer önerisini belirleme
Girişimcilik|İş Modeli Kanvası|Dağıtım kanallarını tanımlama
Girişimcilik|İş Modeli Kanvası|Müşteri ilişkilerini yapılandırma
Girişimcilik|İş Modeli Kanvası|Gelir akışlarını belirleme
Girişimcilik|İş Modeli Kanvası|Temel kaynakları analiz etme
Girişimcilik|İş Modeli Kanvası|Temel faaliyetleri belirleme
Girişimcilik|İş Modeli Kanvası|Temel iş ortaklarını tanımlama
Girişimcilik|İş Modeli Kanvası|Maliyet yapısını çıkarma
Girişimcilik|İş Modeli Kanvası|Kanvas üzerinden analiz yapma
Girişimcilik|İş Modeli Kanvası|Problem çözüm eşleşmesi
Girişimcilik|İş Modeli Kanvası|Minimum viable product (MVP) bağlantısı
Girişimcilik|İş Modeli Kanvası|Pazarla uyum kontrolü
Girişimcilik|İş Modeli Kanvası|Hedef müşteri profili oluşturma
Girişimcilik|İş Modeli Kanvası|Ürün-pazar uyumu analizi
Girişimcilik|İş Modeli Kanvası|İş modeli örnekleri inceleme
Girişimcilik|İş Modeli Kanvası|Lean canvas ile karşılaştırma
Girişimcilik|İş Modeli Kanvası|Kanvas revize süreçleri
Girişimcilik|İş Modeli Kanvası|Girişim kanvas atölyesi hazırlama
Girişimcilik|İş Modeli Kanvası|Görsel sunum oluşturma (pitch deck entegrasyonu)
MATLAB Görüntü İşleme|Fourier Dönüşümü|fft2, ifft2
MATLAB Görüntü İşleme|GUI ile Görüntü İşleme|arayüzde işlem kontrolü
MATLAB Görüntü İşleme|Geometrik Dönüşümler|döndürme, kaydırma
MATLAB Görüntü İşleme|Görüntü Boyutlandırma|imresize kullanımı
MATLAB Görüntü İşleme|Görüntü Dönüşümleri|rgb2gray, im2bw, imadjust kullanımı
MATLAB Görüntü İşleme|Görüntü Filtreleme|medfilt2, imfilter uygulamaları
MATLAB Görüntü İşleme|Görüntü İyileştirme|noise removal, contrast adjustment
MATLAB Görüntü İşleme|Histogram İşlemleri|imhist, histeq
MATLAB Görüntü İşleme|Hough Dönüşümü|çizgi, daire tespiti
MATLAB Görüntü İşleme|Image Reading & Writing|imread, imwrite komutları
MATLAB Görüntü İşleme|Kenar Algılama|edge fonksiyonu ile Sobel, Prewitt
MATLAB Görüntü İşleme|Maskeleme|mask oluşturma, bitwise işlemler
MATLAB Görüntü İşleme|Morfolojik İşlemler|imerode, imdilate, imopen, imclose
MATLAB Görüntü İşleme|Nesne Tespiti|nesne sayısı bulma, etiketleme
MATLAB Görüntü İşleme|ROI Belirleme|imcrop, manual seçim
MATLAB Görüntü İşleme|Renk Uzayları|HSV, LAB uzayı
MATLAB Görüntü İşleme|Segmentasyon|bwlabel, regionprops
MATLAB Görüntü İşleme|Template Matching|normxcorr2 kullanımı
MATLAB Görüntü İşleme|Threshold İşlemleri|otsu thresholding
MATLAB Görüntü İşleme|Video İşleme|VideoReader, frame ayıklama
Mobil Geliştirme|Android Geliştirme (Java/Kotlin)|Android Studio kurulumu
Mobil Geliştirme|Android Geliştirme (Java/Kotlin)|Yeni proje oluşturma
Mobil Geliştirme|Android Geliştirme (Java/Kotlin)|Activity kavramı
Mobil Geliştirme|Android Geliştirme (Java/Kotlin)|Fragment kullanımı
Mobil Geliştirme|Android Geliştirme (Java/Kotlin)|Intent yapısı
Mobil Geliştirme|Android Geliştirme (Java/Kotlin)|UI öğeleri ekleme (TextView, Button)
Mobil Geliştirme|Android Geliştirme (Java/Kotlin)|RecyclerView kullanımı
Mobil Geliştirme|Android Geliştirme (Java/Kotlin)|ViewModel ve LiveData
Mobil Geliştirme|Android Geliştirme (Java/Kotlin)|Navigation Component
Mobil Geliştirme|Android Geliştirme (Java/Kotlin)|Jetpack Compose temelleri
Mobil Geliştirme|Android Geliştirme (Java/Kotlin)|API bağlantısı (Retrofit)
Mobil Geliştirme|Android Geliştirme (Java/Kotlin)|JSON parse işlemleri
Mobil Geliştirme|Android Geliştirme (Java/Kotlin)|Firebase Authentication entegrasyonu
Mobil Geliştirme|Android Geliştirme (Java/Kotlin)|Firestore veritabanı kullanımı
Mobil Geliştirme|Android Geliştirme (Java/Kotlin)|Push notification gönderme
Mobil Geliştirme|Android Geliştirme (Java/Kotlin)|Uygulama temaları ve stiller
Mobil Geliştirme|Android Geliştirme (Java/Kotlin)|Uygulama ikonu ve splash screen
Mobil Geliştirme|Android Geliştirme (Java/Kotlin)|Manifest dosyasını düzenleme
Mobil Geliştirme|Android Geliştirme (Java/Kotlin)|Play Store için APK üretme ve yükleme
Mobil Geliştirme|Expo|Expo nedir ve avantajları
Mobil Geliştirme|Expo|Expo CLI kurulumu
Mobil Geliştirme|Expo|Expo Go uygulaması ile test
Mobil Geliştirme|Expo|Proje başlatma (expo init)
Mobil Geliştirme|Expo|Navigasyon kurulumları
Mobil Geliştirme|Expo|API ile veri çekme
Mobil Geliştirme|Expo|AsyncStorage kullanımı
Mobil Geliştirme|Expo|Kamera, galeri ve medya erişimi
Mobil Geliştirme|Expo|Expo-modules ile hızlı entegrasyon
Mobil Geliştirme|Expo|Push bildirim gönderme (expo-notifications)
Mobil Geliştirme|Expo|Deep linking yapılandırması
Mobil Geliştirme|Expo|OTA güncellemeler (expo-updates)
Mobil Geliştirme|Expo|Location API kullanımı
Mobil Geliştirme|Expo|Auth akışı oluşturma
Mobil Geliştirme|Expo|Image picker entegrasyonu
Mobil Geliştirme|Expo|QR kodla test etme
Mobil Geliştirme|Expo|Kamera ile barkod tarama
Mobil Geliştirme|Expo|Splash screen ve app icon ayarları
Mobil Geliştirme|Expo|Build işlemleri (expo build:android / ios)
Mobil Geliştirme|Expo|EAS CLI ile modern build sistemi
Mobil Geliştirme|Expo|Expo Snack ile hızlı prototipleme
Mobil Geliştirme|Expo|Web desteği ile PWA geliştirme
Mobil Geliştirme|Expo|OTA güncelleme stratejileri
Mobil Geliştirme|Expo|Expo Router ile yönlendirme
Mobil Geliştirme|Expo|Expo AV ile ses/video oynatma
Mobil Geliştirme|Expo|Firebase entegrasyonu
Mobil Geliştirme|Expo|Sentry ile hata izleme
Mobil Geliştirme|Expo|Sık kullanılan Expo modül kombinasyonları
Mobil Geliştirme|Flutter (kodlu)|Flutter nedir ve avantajları
Mobil Geliştirme|Flutter (kodlu)|Flutter SDK kurulumu
Mobil Geliştirme|Flutter (kodlu)|Yeni proje oluşturma (flutter create)
Mobil Geliştirme|Flutter (kodlu)|Widget kavramı ve widget hiyerarşisi
Mobil Geliştirme|Flutter (kodlu)|Stateless vs Stateful widget
Mobil Geliştirme|Flutter (kodlu)|Scaffold yapısı
Mobil Geliştirme|Flutter (kodlu)|AppBar, BottomNavigationBar kullanımı
Mobil Geliştirme|Flutter (kodlu)|Text, Button, Icon widget'ları
Mobil Geliştirme|Flutter (kodlu)|ListView, GridView
Mobil Geliştirme|Flutter (kodlu)|Form ve TextFormField widget'ları
Mobil Geliştirme|Flutter (kodlu)|Navigation (push, pop, named routes)
Mobil Geliştirme|Flutter (kodlu)|State yönetimi (setState, Provider)
Mobil Geliştirme|Flutter (kodlu)|Firebase Authentication entegrasyonu
Mobil Geliştirme|Flutter (kodlu)|Firestore ile veri okuma ve yazma
Mobil Geliştirme|Flutter (kodlu)|REST API'den veri çekme (http, dio)
Mobil Geliştirme|Flutter (kodlu)|JSON parsing işlemleri
Mobil Geliştirme|Flutter (kodlu)|Push notification (firebase_messaging)
Mobil Geliştirme|Flutter (kodlu)|Kamera ve galeri entegrasyonu
Mobil Geliştirme|Flutter (kodlu)|Harita kullanımı (google_maps_flutter)
Mobil Geliştirme|Flutter (kodlu)|Uygulama içi satın alma
Mobil Geliştirme|Flutter (kodlu)|Kod paketleme ve yapılandırma (flavors)
Mobil Geliştirme|Flutter (kodlu)|Uygulama yayınlama (Play Store, App Store)
Mobil Geliştirme|Flutter (kodlu)|Widget testleri yazma
Mobil Geliştirme|Flutter (kodlu)|UI testleri (integration_test)
Mobil Geliştirme|Flutter (kodlu)|Responsive UI tasarımı
Mobil Geliştirme|Flutter (kodlu)|Lottie animasyon kullanımı
Mobil Geliştirme|Flutter (kodlu)|Simgeler ve splash ekranı
Mobil Geliştirme|Flutter (kodlu)|Local veri saklama (shared_preferences)
Mobil Geliştirme|Flutter (kodlu)|Kod refactor ve reusable widget
Mobil Geliştirme|Flutter (kodlu)|Custom widget geliştirme
Mobil Geliştirme|React Native|React Native nedir ve avantajları
Mobil Geliştirme|React Native|React Native ortam kurulumu (Expo/CLI)
Mobil Geliştirme|React Native|Yeni proje oluşturma (npx react-native init)
Mobil Geliştirme|React Native|Komponent mantığı (View, Text, Image)
Mobil Geliştirme|React Native|StyleSheet ile stillendirme
Mobil Geliştirme|React Native|Flexbox yapısı ile düzenleme
Mobil Geliştirme|React Native|TextInput ve Button kullanımı
Mobil Geliştirme|React Native|ScrollView ve FlatList kullanımı
Mobil Geliştirme|React Native|Navigasyon yapısı (react-navigation)
Mobil Geliştirme|React Native|Stack, Tab ve Drawer navigasyonu
Mobil Geliştirme|React Native|React Context API kullanımı
Mobil Geliştirme|React Native|useState, useEffect hook'ları
Mobil Geliştirme|React Native|AsyncStorage ile veri saklama
Mobil Geliştirme|React Native|API'den veri çekme (fetch, axios)
Mobil Geliştirme|React Native|JSON verisi gösterme
Mobil Geliştirme|React Native|Formik ve Yup ile form doğrulama
Mobil Geliştirme|React Native|Push bildirim entegrasyonu
Mobil Geliştirme|React Native|Harita entegrasyonu (react-native-maps)
Mobil Geliştirme|React Native|Kamera ve galeri erişimi
Mobil Geliştirme|React Native|Firebase entegrasyonu
Mobil Geliştirme|React Native|Platform bağımlı kod yazımı (iOS vs Android)
Mobil Geliştirme|React Native|Uygulama paketleme (apk, ipa)
Mobil Geliştirme|React Native|Expo modülleri ile hızlı geliştirme
Mobil Geliştirme|React Native|Uygulama yayınlama süreci (App Store, Play Store)
Mobil Geliştirme|React Native|Test ve debug işlemleri (Flipper, LogBox)
Mobil Geliştirme|React Native|React Native Paper veya UI Kitten kullanımı
Mobil Geliştirme|React Native|Uygulama simgesi ve splash ekranı
Mobil Geliştirme|React Native|Responsiveness ve medya sorguları
Mobil Geliştirme|React Native|Kod paylaşımı ve modüler yapı
Mobil Geliştirme|React Native|Lottie animasyonları kullanma
Mobil Geliştirme|Swift (iOS)|Swift programlama dili temelleri
Mobil Geliştirme|Swift (iOS)|Xcode kurulumu ve proje oluşturma
Mobil Geliştirme|Swift (iOS)|ViewController tanımı ve yaşam döngüsü
Mobil Geliştirme|Swift (iOS)|Storyboard ile UI tasarımı
Mobil Geliştirme|Swift (iOS)|Auto Layout ve Constraint mantığı
Mobil Geliştirme|Swift (iOS)|IBOutlet ve IBAction tanımı
Mobil Geliştirme|Swift (iOS)|TableView ve CollectionView kullanımı
Mobil Geliştirme|Swift (iOS)|NavigationController ve geçişler
Mobil Geliştirme|Swift (iOS)|Delegation pattern
Mobil Geliştirme|Swift (iOS)|SwiftUI ile arayüz geliştirme
Mobil Geliştirme|Swift (iOS)|Combine framework ile veri yönetimi
Mobil Geliştirme|Swift (iOS)|Local veri saklama (UserDefaults, CoreData)
Mobil Geliştirme|Swift (iOS)|Network işlemleri (URLSession, Alamofire)
Mobil Geliştirme|Swift (iOS)|Firebase Authentication ve Firestore entegrasyonu
Mobil Geliştirme|Swift (iOS)|Push bildirim gönderimi (APNs, Firebase)
Mobil Geliştirme|Swift (iOS)|Kamera ve galeri entegrasyonu
Mobil Geliştirme|Swift (iOS)|Uygulama ikonları ve splash ekran
Mobil Geliştirme|Swift (iOS)|App Store’a yükleme adımları
Mobil Geliştirme|Swift (iOS)|TestFlight ile test süreci
Mobil Geliştirme|Swift (iOS)|Uygulama içi satın alma entegrasyonu
Mobil Geliştirme|Swift (iOS)|Swift Package Manager ile bağımlılık yönetimi
No-Code / Low-Code|FlutterFlow|FlutterFlow arayüzüne giriş
No-Code / Low-Code|FlutterFlow|Yeni uygulama başlatma
No-Code / Low-Code|FlutterFlow|Sayfa (page) oluşturma ve düzenleme
No-Code / Low-Code|FlutterFlow|Widget ekleme ve özelleştirme
No-Code / Low-Code|FlutterFlow|Navigasyon (sayfalar arası geçiş)
No-Code / Low-Code|FlutterFlow|Form oluşturma ve input yönetimi
No-Code / Low-Code|FlutterFlow|Firebase entegrasyonu
No-Code / Low-Code|FlutterFlow|Authentication ayarları
No-Code / Low-Code|FlutterFlow|Firestore veri modeli oluşturma
No-Code / Low-Code|FlutterFlow|API bağlantıları kurma
No-Code / Low-Code|FlutterFlow|JSON verisi ile çalışma
No-Code / Low-Code|FlutterFlow|Liste (ListView) tasarımı
No-Code / Low-Code|FlutterFlow|Şartlı görünürlük (visibility conditions)
No-Code / Low-Code|FlutterFlow|Animasyonlar ekleme
No-Code / Low-Code|FlutterFlow|Uygulama teması ve renk paleti belirleme
No-Code / Low-Code|FlutterFlow|Custom widget kullanımı (Flutter kod entegrasyonu)
No-Code / Low-Code|FlutterFlow|Responsive tasarım teknikleri
No-Code / Low-Code|FlutterFlow|Deploy (apk/ipa) oluşturma
No-Code / Low-Code|FlutterFlow|Sürükle-bırak ile hızlı prototipleme
No-Code / Low-Code|FlutterFlow|Uygulama test etme ve hata ayıklama
Programlama|C|Değişken tanımlama
Programlama|C|Veri türleri (int, float, char, double)
Programlama|C|Aritmetik işlemler
Programlama|C|Koşullu ifadeler (if, else, switch)
Programlama|C|Döngüler (for, while, do-while)
Programlama|C|Fonksiyon tanımı
Programlama|C|Fonksiyonlara parametre geçme
Programlama|C|Geriye değer döndürme
Programlama|C|Array (dizi) kullanımı
Programlama|C|Pointer kavramı
Programlama|C|Pointer ile fonksiyonlar
Programlama|C|Pointer ile dizi işlemleri
Programlama|C|Struct tanımlama
Programlama|C|Struct içinde pointer kullanımı
Programlama|C|Dosya işlemleri (fopen, fread, fwrite)
Programlama|C|Bellek yönetimi (malloc, free)
Programlama|C|Preprocessor direktifleri (#define, #include)
Programlama|C|Makrolar
Programlama|C|Header dosyaları oluşturma
Programlama|C|C dilinde hata ayıklama teknikleri (gdb)
Programlama|C++|Sınıf tanımı (class)
Programlama|C++|Nesne oluşturma
Programlama|C++|Kapsülleme (encapsulation)
Programlama|C++|Kalıtım (inheritance)
Programlama|C++|Çok biçimlilik (polymorphism)
Programlama|C++|Operator overloading
Programlama|C++|Constructor ve Destructor kullanımı
Programlama|C++|Namespace kullanımı
Programlama|C++|Exception handling (try-catch)
Programlama|C++|Standard Template Library (STL)
Programlama|C++|STL: vector, map, set, list kullanımı
Programlama|C++|Lambda fonksiyonlar
Programlama|C++|Function overloading
Programlama|C++|Virtual function tanımı
Programlama|C++|Pure virtual function ve abstract class
Programlama|C++|Smart pointer kullanımı (unique_ptr, shared_ptr)
Programlama|C++|File I/O işlemleri (fstream)
Programlama|C++|Temel algoritmalar (sort, find, etc.)
Programlama|C++|Template fonksiyon ve sınıf kullanımı
Programlama|C++|Dynamic casting
Programlama|C++|C++11 ve sonrası özellikler (auto, nullptr, etc.)
Programlama|Java|Sınıf ve nesne oluşturma
Programlama|Java|Primitive veri tipleri
Programlama|Java|Koşullu yapılar (if-else, switch)
Programlama|Java|Döngüler (for, while, do-while)
Programlama|Java|Metot tanımlama ve çağırma
Programlama|Java|Overloading ve overriding
Programlama|Java|Dizi ve arraylist kullanımı
Programlama|Java|String işlemleri
Programlama|Java|Paket yapısı ve import kullanımı
Programlama|Java|Erişim belirleyiciler (public, private)
Programlama|Java|Constructor kullanımı
Programlama|Java|Kalıtım ve super anahtar kelimesi
Programlama|Java|Abstract ve interface kavramı
Programlama|Java|Exception handling (try-catch-finally)
Programlama|Java|Dosya okuma/yazma (FileReader, FileWriter)
Programlama|Java|Collections Framework (List, Map, Set)
Programlama|Java|Lambda ifadeleri
Programlama|Java|Stream API kullanımı
Programlama|Java|JDBC ile veritabanı bağlantısı
Programlama|Java|Swing ile arayüz oluşturma
Programlama|Kotlin|Kotlin kurulum ve temel yapı
Programlama|Kotlin|Değişken tanımlama (val, var)
Programlama|Kotlin|Fonksiyon oluşturma
Programlama|Kotlin|Null safety özellikleri
Programlama|Kotlin|Koşullu ifadeler (if, when)
Programlama|Kotlin|Döngüler (for, while)
Programlama|Kotlin|Koleksiyonlar ve işlemleri (List, Set, Map)
Programlama|Kotlin|Class ve constructor tanımlama
Programlama|Kotlin|Inheritance ve interface kullanımı
Programlama|Kotlin|Extension function tanımı
Programlama|Kotlin|Lambda ifadeleri
Programlama|Kotlin|Scope function’lar (let, run, apply)
Programlama|Kotlin|Smart casting
Programlama|Kotlin|Exception handling
Programlama|Kotlin|Android ile Kotlin entegrasyonu
Programlama|Kotlin|View binding
Programlama|Kotlin|Coroutines ile asenkron programlama
Programlama|Kotlin|Retrofit ile API bağlantısı
Programlama|Kotlin|Room veritabanı kullanımı
Python|Dosya ve I/O İşlemleri|"open(""dosya.txt"", ""r"") ile bir dosyayı okuma modunda açma"
Python|Dosya ve I/O İşlemleri|file.read() kullanarak dosyanın tüm içeriğini okuma veya file.readline() ile satır satır okuma
Python|Dosya ve I/O İşlemleri|Açılan dosyayı file.close() ile kapatma veya with open yapısıyla otomatik kapatılmasını sağlama
Python|Dosya ve I/O İşlemleri|"open(""yeni.txt"", ""w"") ile yazma modunda açıp file.write(""metin"") ile dosyaya veri yazma"
Python|Dosya ve I/O İşlemleri|"Dosya açılış modlarını anlama: okuma (""r""), yazma (""w""), ekleme (""a""), ikili (""b"") modlar"
Python|Dosya ve I/O İşlemleri|"İkili dosya okuma/yazma (""rb"", ""wb"") modlarında bytes objeleriyle çalışma"
Python|Dosya ve I/O İşlemleri|Dosya imlecini file.seek(offset) ile istenen konuma taşıma ve file.tell() ile mevcut konumu öğrenme
Python|Dosya ve I/O İşlemleri|"os.path.getsize(""dosya.txt"") ile bir dosyanın boyutunu bayt cinsinden öğrenme"
Python|Dosya ve I/O İşlemleri|Bir dizindeki dosyaları listeleme (os.listdir(path)) veya glob desenleriyle dosya arama (glob.glob('*.txt'))
Python|Dosya ve I/O İşlemleri|Komut satırı argümanlarını sys.argv ile okuma (dışarıdan parametre alma)
Python|Dosya ve I/O İşlemleri|print() fonksiyonunda sep ve end parametrelerini kullanarak çıktıyı biçimlendirme
Python|Dosya ve I/O İşlemleri|input() ile kullanıcıdan girdi alıp bir dosyaya yazma veya işleme
Python|Dosya ve I/O İşlemleri|Terminal çıktısını renklendirmek veya biçimlendirmek için kütüphane kullanımı (örn. colorama)
Python|Dosya ve I/O İşlemleri|JSON dosyalarını okumak/yazmak için json modülünü kullanma (json.load, json.dump)
Python|Dosya ve I/O İşlemleri|CSV dosyalarını okumak/yazmak için csv modülünü kullanma (reader/writer objeleri)
Python|Dosya ve I/O İşlemleri|pathlib.Path nesnelerini kullanarak platform bağımsız dosya yolu işlemleri yapma
Python|Dosya ve I/O İşlemleri|Dosya izinlerini değiştirme veya yeni dizin oluşturma gibi işlemler için os modülü fonksiyonlarını kullanma (os.chmod, os.makedirs)
Python|Fonksiyonlar ve Fonksiyonel Programlama|def anahtar kelimesi ile parametre alabilen fonksiyon tanımlama
Python|Fonksiyonlar ve Fonksiyonel Programlama|Fonksiyon içinde return ifadesiyle değer döndürme
Python|Fonksiyonlar ve Fonksiyonel Programlama|Varsayılan parametre değerleri belirleyerek fonksiyon çağrılarında opsiyonellik sağlama
Python|Fonksiyonlar ve Fonksiyonel Programlama|"Anahtar kelime argümanları ile fonksiyon çağırma (func(name=""Ali""))"
Python|Fonksiyonlar ve Fonksiyonel Programlama|Esnek sayıda argüman alma: *args (tuple şeklinde konumlu argümanlar) ve **kwargs (sözlük şeklinde anahtar argümanlar) kullanımı
Python|Fonksiyonlar ve Fonksiyonel Programlama|Lambda (anonim fonksiyon) ifadeleriyle tek satırlık küçük fonksiyonlar tanımlama
Python|Fonksiyonlar ve Fonksiyonel Programlama|Fonksiyonların dokümantasyon dizgisi (docstring) yazarak help() ile erişilebilir yardım oluşturma
Python|Fonksiyonlar ve Fonksiyonel Programlama|Fonksiyonları bir değişkene atayarak veya başka fonksiyonlara argüman geçirerek first-class citizen olarak kullanma
Python|Fonksiyonlar ve Fonksiyonel Programlama|İç içe fonksiyon tanımlama (bir fonksiyon içinde başka fonksiyon tanımlamak)
Python|Fonksiyonlar ve Fonksiyonel Programlama|Bir fonksiyondan bir iç fonksiyonu döndürme (closure oluşturarak dış değişkene erişen iç fonksiyon)
Python|Fonksiyonlar ve Fonksiyonel Programlama|map() fonksiyonunu kullanarak bir dizinin her elemanına bir fonksiyonu uygulama
Python|Fonksiyonlar ve Fonksiyonel Programlama|filter() fonksiyonuyla belirli bir koşulu sağlamayan elemanları filtreleme
Python|Fonksiyonlar ve Fonksiyonel Programlama|functools.reduce() ile bir diziyi tek bir değere indirgeme (kümülatif işlem uygulama)
Python|Fonksiyonlar ve Fonksiyonel Programlama|List comprehension içinde lambda veya koşul kullanarak kompleks listeler oluşturma
Python|Fonksiyonlar ve Fonksiyonel Programlama|Özyineli (recursive) fonksiyon tanımlayıp çağırarak kendi kendini çağıran işlemler yapma (ör. faktöriyel)
Python|Fonksiyonlar ve Fonksiyonel Programlama|Fonksiyon parametrelerinin referans veya kopya olarak geçildiğini test etme (mutable tipler değişebilirliği)
Python|Fonksiyonlar ve Fonksiyonel Programlama|Yüksek mertebe fonksiyon kavramını anlama (fonksiyonların parametre veya dönüş değeri olabilmesi)
Python|Fonksiyonlar ve Fonksiyonel Programlama|Değişken etki alanı (scope) kurallarını kavrama (yerel ve global değişkenler, global anahtar kelimesi)
Python|Fonksiyonlar ve Fonksiyonel Programlama|yield anahtar kelimesi ile jeneratör (generator) fonksiyonlar tanımlama
